Mes,CustomerID,Year_Birth,Columna Extra D,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,Columna Extra M,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
Febrero,8812,1979,D,2n Cycle,Divorced,13533.0,1,0,2013-03-10,45,12,M,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,6616,1975,D,Graduation,Together,59481.0,0,1,2013-10-23,47,178,M,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0
Febrero,2797,1977,D,Graduation,Married,72117.0,0,1,2013-08-20,34,707,M,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0
Febrero,4328,1986,D,2n Cycle,Married,21955.0,1,0,2013-09-07,81,5,M,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0
Febrero,9167,1956,D,Graduation,Married,67131.0,0,1,2013-03-26,72,465,M,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0
Febrero,10560,1980,D,PhD,Single,36802.0,1,0,2014-06-16,23,16,M,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0
Febrero,2631,1982,D,Graduation,Together,71853.0,0,0,2013-05-08,29,358,M,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0
Febrero,8312,1961,D,Basic,Married,28249.0,0,0,2014-06-15,80,1,M,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,5534,1975,D,Master,Married,47808.0,0,1,2013-10-20,30,123,M,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0
Febrero,5093,1974,D,PhD,Divorced,25509.0,1,0,2012-09-18,15,40,M,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1
Febrero,7592,1946,D,PhD,Married,51012.0,0,0,2013-04-18,86,102,M,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0
Febrero,8895,1985,D,Graduation,Single,70596.0,0,0,2012-10-05,68,347,M,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0
Febrero,8584,1952,D,PhD,Together,85431.0,0,0,2013-06-08,54,376,M,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0
Febrero,2694,1967,D,Graduation,Married,42664.0,0,1,2014-03-18,44,21,M,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,8910,1955,D,Graduation,Together,42586.0,1,1,2012-10-29,7,194,M,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1
Febrero,7433,1985,D,Graduation,Single,29760.0,1,0,2012-08-29,87,64,M,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0
Febrero,164,1977,D,PhD,Married,28973.0,0,0,2012-10-13,59,206,M,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0
Febrero,10477,1973,D,PhD,Together,39435.0,1,0,2013-08-06,16,71,M,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0
Febrero,2681,1984,D,2n Cycle,Married,65370.0,0,0,2013-08-01,1,71,M,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0
Febrero,5150,1979,D,Basic,Single,20194.0,1,0,2012-12-17,64,0,M,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,5283,1976,D,PhD,Single,42473.0,1,1,2014-02-17,72,93,M,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0
Febrero,9645,1968,D,Graduation,Married,64590.0,0,0,2012-10-14,98,920,M,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0
Febrero,10678,1959,D,Graduation,Together,71232.0,0,1,2013-11-28,91,653,M,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0
Febrero,7261,1971,D,Graduation,Together,34600.0,1,1,2013-01-01,8,199,M,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1
Febrero,9648,1967,D,Graduation,Single,46904.0,1,1,2012-11-03,20,153,M,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0
Febrero,2870,1973,D,Graduation,Married,49094.0,0,1,2012-09-21,6,376,M,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0
Febrero,8008,1983,D,Graduation,Together,36075.0,1,0,2013-12-09,54,46,M,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0
Febrero,1513,1979,D,2n Cycle,Together,60839.0,1,1,2012-08-28,72,600,M,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0
Febrero,6173,1979,D,Graduation,Together,77298.0,0,1,2013-11-02,46,425,M,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0
Febrero,1419,1950,D,Graduation,Together,34026.0,1,1,2013-08-05,11,18,M,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0
Febrero,9150,1963,D,PhD,Single,48918.0,1,1,2014-04-12,21,52,M,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0
Febrero,7960,1962,D,2n Cycle,Together,82122.0,0,0,2013-08-15,89,734,M,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0
Febrero,1250,1976,D,Graduation,Single,37697.0,1,0,2014-02-07,82,34,M,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0
Febrero,9905,1952,D,Graduation,Together,34074.0,1,1,2013-07-13,69,135,M,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0
Febrero,10691,1960,D,Master,Married,28520.0,1,1,2013-06-14,55,11,M,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0
Febrero,7002,1955,D,Graduation,Single,62535.0,0,1,2013-10-03,13,163,M,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0
Febrero,2952,1977,D,Master,Single,36273.0,1,0,2014-04-16,80,29,M,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,8439,1964,D,Graduation,Together,63404.0,0,2,2014-06-06,97,734,M,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0
Febrero,762,1981,D,2n Cycle,Together,75774.0,1,0,2014-05-02,27,340,M,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0
Febrero,2831,1976,D,Graduation,Together,78416.0,0,1,2014-06-27,99,453,M,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0
Febrero,6977,1974,D,Graduation,Together,75702.0,0,1,2012-10-14,87,1073,M,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0
Febrero,6289,1951,D,Master,Together,59385.0,1,1,2013-04-28,85,135,M,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0
Febrero,4168,1966,D,Graduation,Single,37070.0,1,1,2013-03-20,30,231,M,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1
Febrero,8397,1951,D,Graduation,Married,44689.0,1,1,2014-01-10,82,18,M,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0
Febrero,9284,1958,D,Graduation,Together,53977.0,0,1,2013-06-08,21,620,M,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0
Febrero,6237,1966,D,PhD,Single,7144.0,0,2,2013-12-07,92,81,M,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0
Febrero,3130,1964,D,Graduation,Single,18701.0,1,1,2013-06-04,95,12,M,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0
Febrero,1619,1956,D,Graduation,Married,90369.0,0,0,2014-04-28,2,292,M,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1
Febrero,1990,1974,D,PhD,Single,63159.0,0,0,2012-11-05,74,965,M,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0
Febrero,5513,1966,D,Graduation,Together,37758.0,1,1,2012-10-04,49,27,M,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,269,1963,D,PhD,Single,46757.0,0,1,2012-11-16,71,777,M,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0
Febrero,8093,1969,D,Master,Married,79734.0,0,0,2014-06-28,72,572,M,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0
Febrero,10513,1992,D,Graduation,Together,63207.0,0,0,2013-01-20,68,438,M,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0
Febrero,10177,1954,D,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531,M,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0
Febrero,2549,1983,D,PhD,Together,21840.0,1,0,2013-07-21,80,17,M,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0
Febrero,5782,1982,D,2n Cycle,Together,58582.0,0,1,2013-09-28,15,402,M,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0
Febrero,10057,1951,D,Graduation,Single,72282.0,0,0,2013-07-19,70,503,M,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1
Febrero,10307,1956,D,Graduation,Married,50387.0,0,2,2013-08-31,91,369,M,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0
Febrero,8566,1961,D,PhD,Together,32583.0,1,1,2014-06-15,10,5,M,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
Febrero,2415,1962,D,Graduation,Together,62568.0,0,1,2014-04-07,99,362,M,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0
Febrero,5684,1971,D,Master,Divorced,44635.0,1,1,2013-10-11,25,56,M,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,8334,1971,D,Master,Single,33316.0,1,1,2013-10-04,34,79,M,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0
Febrero,9166,1968,D,Graduation,Married,63967.0,0,1,2013-08-09,57,387,M,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0
Febrero,1440,1978,D,2n Cycle,Together,52513.0,0,0,2012-09-04,84,367,M,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0
Febrero,78,1969,D,Graduation,Married,25293.0,1,0,2013-09-15,51,15,M,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0
Febrero,5441,1965,D,PhD,Widow,54111.0,0,1,2013-08-25,97,267,M,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0
Febrero,5302,1986,D,Graduation,Together,78394.0,0,0,2013-02-15,13,298,M,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1
Febrero,4687,1958,D,Master,Married,80739.0,0,0,2013-05-23,92,674,M,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0
Febrero,1087,1975,D,Master,Together,22669.0,1,0,2013-05-22,30,16,M,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1
Febrero,6859,1987,D,Graduation,Single,29236.0,1,0,2013-10-08,30,37,M,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0
Febrero,9860,1959,D,Graduation,Together,44911.0,0,1,2013-03-15,11,159,M,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0
Febrero,7129,1962,D,PhD,Married,54693.0,0,1,2013-02-17,72,686,M,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0
Febrero,5866,1974,D,Graduation,Together,48186.0,1,0,2014-03-20,39,97,M,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0
Febrero,10521,1977,D,Graduation,Married,54809.0,1,1,2013-09-11,0,63,M,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1
Febrero,7393,1978,D,Graduation,Together,41580.0,1,1,2012-12-10,15,56,M,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0
Febrero,7849,1970,D,PhD,Married,80336.0,0,0,2013-09-09,12,209,M,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0
Febrero,332,1957,D,Graduation,Married,47743.0,0,1,2013-03-22,56,198,M,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0
Febrero,9847,1955,D,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,M,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0
Febrero,531,1954,D,PhD,Divorced,57333.0,0,1,2012-09-22,55,941,M,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1
Febrero,9576,1982,D,PhD,Together,32313.0,1,0,2013-02-11,60,86,M,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0
Febrero,6906,1953,D,Master,Widow,84953.0,0,0,2013-06-03,73,167,M,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1
Febrero,7419,1968,D,Master,Divorced,27071.0,1,0,2014-04-23,90,8,M,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,3170,1957,D,Master,Together,68148.0,0,0,2013-08-31,86,389,M,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0
Febrero,8527,1965,D,Master,Together,65735.0,1,1,2013-12-07,37,239,M,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0
Febrero,7872,1975,D,PhD,Married,86836.0,0,0,2012-09-12,7,179,M,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1
Febrero,9931,1963,D,PhD,Married,4023.0,1,1,2014-06-23,29,5,M,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0
Febrero,10595,1990,D,Graduation,Married,30093.0,0,0,2013-07-08,19,2,M,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,4609,1966,D,PhD,Married,57705.0,0,1,2014-01-11,14,383,M,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0
Febrero,5010,1988,D,Graduation,Single,25008.0,1,0,2014-02-02,72,2,M,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,4427,1995,D,2n Cycle,Single,83257.0,0,0,2012-09-18,56,536,M,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1
Febrero,11148,1975,D,Graduation,Together,22280.0,1,0,2013-05-19,85,2,M,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0
Febrero,1168,1978,D,PhD,Married,72159.0,0,0,2012-10-29,62,322,M,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0
Febrero,9595,1961,D,Graduation,Together,64260.0,0,0,2013-01-11,1,539,M,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1
Febrero,10163,1984,D,PhD,Single,82733.0,0,0,2013-09-10,28,712,M,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1
Febrero,2886,1971,D,Master,Divorced,74290.0,0,1,2013-08-12,70,1121,M,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0
Febrero,6710,1951,D,Master,Single,58217.0,2,1,2012-11-17,84,68,M,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0
Febrero,5316,1976,D,Master,Together,21024.0,0,0,2013-07-04,89,36,M,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0
Febrero,9029,1972,D,PhD,Married,70116.0,0,0,2013-01-26,73,707,M,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0
Febrero,521,1985,D,Graduation,Together,54006.0,1,0,2012-09-18,42,174,M,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0
Febrero,1459,1966,D,PhD,Married,69063.0,0,1,2012-11-07,16,666,M,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0
Febrero,10241,1975,D,2n Cycle,Divorced,11448.0,0,0,2013-12-15,16,0,M,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0
Febrero,1630,1979,D,Graduation,Single,61825.0,0,1,2013-08-07,56,162,M,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0
Febrero,3254,1971,D,Graduation,Married,70886.0,1,0,2013-10-14,65,407,M,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0
Febrero,9064,1982,D,Graduation,Married,69109.0,0,0,2012-11-09,10,823,M,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1
Febrero,3678,1973,D,Graduation,Widow,60208.0,1,1,2012-10-07,13,488,M,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1
Febrero,4227,1968,D,Master,Together,32889.0,1,1,2013-09-06,78,28,M,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0
Febrero,9467,1984,D,Graduation,Single,34738.0,1,0,2014-05-11,51,3,M,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,8486,1971,D,Master,Together,30538.0,1,0,2012-10-01,27,284,M,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0
Febrero,2186,1977,D,2n Cycle,Together,82326.0,0,0,2014-03-10,30,938,M,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1
Febrero,3286,1967,D,PhD,Divorced,26642.0,1,0,2014-03-01,71,13,M,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,8602,1964,D,Graduation,Divorced,69932.0,0,1,2013-06-12,97,412,M,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,3,11,0
Febrero,3722,1972,D,Graduation,Single,44503.0,1,1,2014-04-16,83,31,M,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,6715,1948,D,PhD,Single,60200.0,0,1,2013-01-02,3,502,M,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0
Febrero,4796,1952,D,Graduation,Divorced,49638.0,0,1,2014-04-19,71,18,M,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,3,11,0
Febrero,9612,1987,D,2n Cycle,Single,23830.0,0,0,2014-02-07,3,1,M,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,3766,1959,D,Master,Widow,33051.0,0,0,2012-08-16,15,100,M,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1
Febrero,1399,1958,D,Graduation,Married,72905.0,0,0,2014-01-21,52,407,M,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0
Febrero,1570,1951,D,PhD,Together,69702.0,0,1,2013-02-19,8,664,M,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0
Febrero,3426,1975,D,Graduation,Divorced,70300.0,1,0,2013-07-15,89,1045,M,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,3,11,0
Febrero,3074,1984,D,PhD,Married,70643.0,0,0,2012-10-15,66,1218,M,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1
Febrero,8341,1969,D,PhD,Married,30396.0,1,0,2014-04-30,22,15,M,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,3,11,1
Febrero,5180,1968,D,PhD,Divorced,50616.0,0,1,2014-04-18,56,128,M,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,3,11,0
Febrero,6461,1969,D,Master,Single,62772.0,0,1,2013-05-19,74,581,M,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0
Febrero,7679,1985,D,PhD,Single,30298.0,0,0,2014-05-19,48,6,M,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,3,11,0
Febrero,10702,1984,D,Graduation,Single,52413.0,1,0,2012-11-03,67,185,M,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,3,11,0
Febrero,7505,1957,D,PhD,Married,44155.0,1,1,2014-01-19,24,22,M,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0
Febrero,5113,1971,D,PhD,Divorced,86979.0,0,0,2013-11-07,67,584,M,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,3,11,1
Febrero,10858,1975,D,Graduation,Together,76532.0,1,1,2013-09-09,38,355,M,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0
Febrero,2961,1982,D,Graduation,Married,42081.0,1,0,2013-02-26,86,175,M,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,3,11,0
Febrero,2747,1988,D,PhD,Married,67546.0,0,0,2012-08-31,90,864,M,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0
Febrero,3010,1989,D,Master,Together,88420.0,0,0,2014-05-02,87,957,M,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0
Febrero,5790,1985,D,Graduation,Married,31158.0,1,0,2013-01-27,62,25,M,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,6892,1968,D,Graduation,Divorced,61671.0,0,1,2014-06-03,23,641,M,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,3,11,0
Febrero,1743,1974,D,Graduation,Single,69719.0,0,0,2014-05-26,99,273,M,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,3,11,0
Febrero,3578,1949,D,Graduation,Divorced,49160.0,0,1,2013-10-20,29,122,M,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,3,11,0
Febrero,8462,1978,D,Basic,Together,24882.0,1,0,2012-09-09,52,1,M,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0
Febrero,5558,1954,D,PhD,Single,90933.0,0,0,2014-03-31,90,1020,M,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,3,11,0
Febrero,4619,1945,D,PhD,Single,113734.0,0,0,2014-05-28,9,6,M,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,3,11,0
Febrero,8780,1950,D,PhD,Together,59292.0,0,1,2013-06-13,71,378,M,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0
Febrero,10789,1964,D,PhD,Married,45759.0,1,1,2013-02-23,13,42,M,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,10779,1983,D,Graduation,Single,22148.0,0,0,2014-04-13,16,15,M,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,5896,1987,D,Master,Married,73395.0,0,0,2014-03-18,94,272,M,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,3,11,0
Febrero,2337,1971,D,Graduation,Divorced,29819.0,1,0,2013-10-24,77,9,M,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,10951,1968,D,Graduation,Married,45688.0,0,1,2014-01-25,20,279,M,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,3,11,0
Febrero,544,1954,D,Graduation,Married,62820.0,0,0,2013-05-11,51,398,M,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0
Febrero,17,1971,D,PhD,Married,60491.0,0,1,2013-09-06,81,637,M,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,3,11,0
Febrero,10680,1986,D,Graduation,Together,33235.0,1,0,2014-02-05,71,45,M,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,3265,1959,D,Graduation,Married,35701.0,0,0,2013-03-19,36,21,M,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,5623,1980,D,Master,Married,31535.0,1,0,2013-09-26,95,15,M,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0
Febrero,5832,1960,D,2n Cycle,Together,92556.0,0,0,2014-04-20,32,493,M,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0
Febrero,5544,1970,D,Graduation,Single,67384.0,0,1,2012-11-10,32,957,M,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,0
Febrero,6417,1971,D,Master,Together,80573.0,0,0,2012-10-14,85,829,M,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0
Febrero,5831,1967,D,Graduation,Married,77870.0,0,1,2012-08-22,93,1017,M,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,3,11,1
Febrero,7101,1963,D,PhD,Widow,52278.0,0,1,2013-01-25,24,953,M,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,0
Febrero,10176,1968,D,Graduation,Single,57107.0,0,1,2012-08-24,44,159,M,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,3,11,1
Febrero,2326,1990,D,Graduation,Married,18929.0,0,0,2013-02-16,15,32,M,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0
Febrero,4385,1981,D,PhD,Single,36038.0,1,0,2013-05-31,82,23,M,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,2929,1976,D,Graduation,Single,20180.0,0,0,2013-02-20,27,18,M,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0
Febrero,10686,1965,D,PhD,Together,34230.0,1,1,2012-12-26,72,15,M,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0
Febrero,2546,1977,D,2n Cycle,Single,31878.0,0,1,2014-06-22,7,23,M,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0
Febrero,3283,1972,D,2n Cycle,Married,70932.0,0,1,2014-01-19,57,200,M,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0
Febrero,3138,1956,D,Graduation,Single,91249.0,0,0,2012-10-20,84,1324,M,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,3,11,1
Febrero,4994,1943,D,Master,Single,77598.0,0,0,2013-10-01,53,1193,M,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,3,11,0
Febrero,7966,1959,D,Graduation,Single,80982.0,1,1,2013-01-08,48,505,M,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0
Febrero,3112,1977,D,Master,Married,22701.0,1,0,2013-09-05,2,2,M,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0
Febrero,10872,1969,D,PhD,Married,55212.0,0,1,2012-11-23,65,1103,M,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0
Febrero,2181,1970,D,Graduation,Married,70617.0,0,0,2013-06-23,45,353,M,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,3,11,0
Febrero,1867,1957,D,Graduation,Single,64849.0,0,0,2012-11-13,42,652,M,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,3,11,1
Febrero,1518,1965,D,Master,Married,62694.0,1,1,2013-06-17,29,379,M,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,3,11,0
Febrero,5734,1974,D,PhD,Married,61917.0,1,1,2013-11-20,83,46,M,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,3,11,0
